,var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var2(t)
26373,132.0,-18.0,-10.0,1029.0,cv,0.9,0.0,0.0,186.0
26374,186.0,-18.0,-12.0,1029.0,cv,1.79,0.0,0.0,205.0
26375,205.0,-18.0,-13.0,1029.0,cv,2.68,0.0,0.0,204.0
26376,204.0,-19.0,-15.0,1029.0,NW,1.79,0.0,0.0,198.0
26377,198.0,-18.0,-14.0,1029.0,NW,2.68,0.0,0.0,176.0
26378,176.0,-20.0,-14.0,1028.0,cv,0.89,0.0,0.0,111.0
26379,111.0,-20.0,-11.0,1028.0,NE,3.13,0.0,0.0,140.0
26380,140.0,-22.0,-14.0,1028.0,NW,3.13,0.0,0.0,78.0
26381,78.0,-21.0,-14.0,1028.0,NW,8.05,0.0,0.0,30.0
26382,30.0,-21.0,-12.0,1028.0,NW,12.97,0.0,0.0,31.0
26383,31.0,-22.0,-10.0,1028.0,NE,4.92,0.0,0.0,34.0
26384,34.0,-23.0,-11.0,1029.0,NW,4.02,0.0,0.0,29.0
26385,29.0,-22.0,-8.0,1029.0,NW,8.04,0.0,0.0,40.0
26386,40.0,-23.0,-7.0,1030.0,NE,4.92,0.0,0.0,43.0
26387,43.0,-23.0,-5.0,1030.0,NE,10.73,0.0,0.0,43.0
26388,43.0,-23.0,-2.0,1030.0,NW,4.92,0.0,0.0,39.0
26389,39.0,-22.0,-3.0,1029.0,NE,4.92,0.0,0.0,38.0
26390,38.0,-22.0,-2.0,1028.0,NE,9.84,0.0,0.0,37.0
26391,37.0,-22.0,-1.0,1027.0,NE,13.86,0.0,0.0,37.0
26392,37.0,-22.0,0.0,1028.0,NE,16.99,0.0,0.0,36.0
26393,36.0,-22.0,-1.0,1028.0,NE,18.78,0.0,0.0,41.0
26394,41.0,-21.0,-3.0,1028.0,NE,19.67,0.0,0.0,49.0
26395,49.0,-20.0,-5.0,1029.0,NE,20.56,0.0,0.0,69.0
26396,69.0,-20.0,-8.0,1029.0,NW,1.79,0.0,0.0,86.0
26397,86.0,-19.0,-10.0,1029.0,NW,4.92,0.0,0.0,73.0
26398,73.0,-20.0,-9.0,1029.0,NW,8.05,0.0,0.0,64.0
26399,64.0,-20.0,-9.0,1030.0,NW,11.18,0.0,0.0,72.0
26400,72.0,-18.0,-9.0,1030.0,NW,14.31,0.0,0.0,72.0
26401,72.0,-19.0,-10.0,1030.0,NE,1.79,0.0,0.0,49.0
26402,49.0,-18.0,-8.0,1030.0,NE,4.92,0.0,0.0,48.0
26403,48.0,-19.0,-10.0,1030.0,NW,3.13,0.0,0.0,34.0
26404,34.0,-18.0,-11.0,1030.0,NW,7.15,0.0,0.0,40.0
26405,40.0,-18.0,-13.0,1029.0,NW,10.28,0.0,0.0,39.0
26406,39.0,-18.0,-13.0,1029.0,NW,14.3,0.0,0.0,30.0
26407,30.0,-18.0,-12.0,1029.0,NW,18.32,0.0,0.0,32.0
26408,32.0,-18.0,-12.0,1029.0,NW,22.34,0.0,0.0,41.0
26409,41.0,-18.0,-11.0,1029.0,NW,25.47,0.0,0.0,45.0
26410,45.0,-17.0,-7.0,1030.0,NW,28.6,0.0,0.0,61.0
26411,61.0,-18.0,-5.0,1030.0,NW,31.73,0.0,0.0,50.0
26412,50.0,-19.0,-3.0,1029.0,NW,34.86,0.0,0.0,65.0
26413,65.0,-19.0,-3.0,1028.0,NE,1.79,0.0,0.0,70.0
26414,70.0,-19.0,-2.0,1027.0,NW,1.79,0.0,0.0,78.0
26415,78.0,-19.0,-1.0,1026.0,NW,3.58,0.0,0.0,108.0
26416,108.0,-19.0,-1.0,1025.0,SE,3.13,0.0,0.0,142.0
26417,142.0,-18.0,-1.0,1025.0,SE,6.26,0.0,0.0,193.0
26418,193.0,-18.0,-1.0,1025.0,SE,9.39,0.0,0.0,204.0
26419,204.0,-17.0,-3.0,1025.0,SE,12.52,0.0,0.0,266.0
26420,266.0,-16.0,-2.0,1026.0,SE,15.65,0.0,0.0,335.0
26421,335.0,-16.0,-6.0,1025.0,cv,0.45,0.0,0.0,392.0
26422,392.0,-15.0,-7.0,1026.0,NE,0.89,0.0,0.0,413.0
26423,413.0,-14.0,-9.0,1026.0,cv,0.89,0.0,0.0,339.0
26424,339.0,-14.0,-10.0,1026.0,SE,0.89,0.0,0.0,285.0
26425,285.0,-14.0,-10.0,1026.0,cv,0.45,0.0,0.0,236.0
26426,236.0,-16.0,-12.0,1026.0,NW,1.79,0.0,0.0,173.0
26427,173.0,-17.0,-13.0,1025.0,NW,4.92,0.0,0.0,159.0
26428,159.0,-16.0,-12.0,1025.0,NW,8.05,0.0,0.0,128.0
26429,128.0,-17.0,-12.0,1025.0,NW,9.84,0.0,0.0,99.0
26430,99.0,-16.0,-12.0,1025.0,NW,11.63,0.0,0.0,89.0
26431,89.0,-17.0,-14.0,1025.0,NW,14.76,0.0,0.0,88.0
26432,88.0,-17.0,-12.0,1025.0,NW,16.55,0.0,0.0,84.0
26433,84.0,-16.0,-11.0,1025.0,NW,19.68,0.0,0.0,71.0
26434,71.0,-15.0,-7.0,1026.0,NW,21.47,0.0,0.0,76.0
26435,76.0,-16.0,-5.0,1026.0,NW,23.26,0.0,0.0,78.0
26436,78.0,-16.0,-5.0,1026.0,cv,0.89,0.0,0.0,89.0
26437,89.0,-15.0,-3.0,1025.0,NW,3.13,0.0,0.0,102.0
26438,102.0,-15.0,-1.0,1025.0,cv,1.79,0.0,0.0,113.0
26439,113.0,-18.0,1.0,1024.0,NW,1.79,0.0,0.0,134.0
26440,134.0,-19.0,1.0,1024.0,cv,0.89,0.0,0.0,33.0
26441,33.0,-19.0,0.0,1024.0,cv,1.34,0.0,0.0,133.0
26442,133.0,-16.0,-3.0,1024.0,cv,2.23,0.0,0.0,150.0
26443,150.0,-15.0,-4.0,1024.0,SE,0.89,0.0,0.0,164.0
26444,164.0,-14.0,-7.0,1025.0,NE,0.89,0.0,0.0,194.0
26445,194.0,-14.0,-7.0,1026.0,SE,1.79,0.0,0.0,233.0
26446,233.0,-14.0,-8.0,1026.0,SE,2.68,0.0,0.0,250.0
26447,250.0,-14.0,-7.0,1027.0,cv,0.45,0.0,0.0,299.0
26448,299.0,-13.0,-8.0,1027.0,cv,0.9,0.0,0.0,333.0
26449,333.0,-14.0,-10.0,1028.0,NW,1.79,0.0,0.0,357.0
26450,357.0,-14.0,-10.0,1028.0,NE,0.89,0.0,0.0,390.0
26451,390.0,-13.0,-8.0,1029.0,NE,2.68,0.0,0.0,326.0
26452,326.0,-14.0,-9.0,1029.0,NE,3.57,0.0,0.0,402.0
26453,402.0,-14.0,-10.0,1029.0,NE,4.46,0.0,0.0,365.0
26454,365.0,-15.0,-13.0,1029.0,NW,1.79,0.0,0.0,257.0
26455,257.0,-14.0,-12.0,1030.0,NW,4.92,0.0,0.0,135.0
26456,135.0,-15.0,-11.0,1030.0,NW,6.71,0.0,0.0,159.0
26457,159.0,-13.0,-10.0,1032.0,NE,1.79,0.0,0.0,170.0
26458,170.0,-11.0,-7.0,1033.0,cv,0.89,0.0,0.0,36.0
26459,36.0,-16.0,-4.0,1033.0,NW,8.05,0.0,0.0,19.0
26460,19.0,-17.0,-3.0,1033.0,NW,15.2,0.0,0.0,20.0
26461,20.0,-19.0,-2.0,1031.0,NW,23.25,0.0,0.0,18.0
26462,18.0,-19.0,-2.0,1031.0,NW,33.08,0.0,0.0,19.0
26463,19.0,-20.0,-2.0,1031.0,NW,40.23,0.0,0.0,14.0
26464,14.0,-20.0,-2.0,1031.0,NW,45.15,0.0,0.0,11.0
26465,11.0,-21.0,-2.0,1031.0,NW,52.3,0.0,0.0,16.0
26466,16.0,-22.0,-3.0,1031.0,NW,58.11,0.0,0.0,19.0
26467,19.0,-21.0,-4.0,1031.0,NW,63.03,0.0,0.0,18.0
26468,18.0,-21.0,-8.0,1032.0,NW,67.05,0.0,0.0,21.0
26469,21.0,-22.0,-10.0,1032.0,NW,71.07,0.0,0.0,21.0
26470,21.0,-21.0,-9.0,1033.0,NW,75.09,0.0,0.0,17.0
26471,17.0,-23.0,-9.0,1033.0,NW,78.22,0.0,0.0,19.0
26472,19.0,-23.0,-7.0,1034.0,NW,82.24,0.0,0.0,23.0
26473,23.0,-23.0,-10.0,1034.0,NE,1.79,0.0,0.0,29.0
26474,29.0,-23.0,-11.0,1033.0,NW,3.13,0.0,0.0,22.0
26475,22.0,-22.0,-9.0,1033.0,NW,7.15,0.0,0.0,18.0
26476,18.0,-21.0,-12.0,1033.0,NW,11.17,0.0,0.0,24.0
26477,24.0,-22.0,-12.0,1032.0,NW,14.3,0.0,0.0,22.0
26478,22.0,-21.0,-12.0,1032.0,NW,16.09,0.0,0.0,17.0
26479,17.0,-21.0,-13.0,1032.0,cv,0.89,0.0,0.0,27.0
26480,27.0,-20.0,-13.0,1032.0,NW,1.79,0.0,0.0,44.0
26481,44.0,-20.0,-15.0,1032.0,NE,1.79,0.0,0.0,46.0
26482,46.0,-18.0,-9.0,1033.0,cv,0.89,0.0,0.0,35.0
26483,35.0,-19.0,-6.0,1033.0,NW,1.79,0.0,0.0,48.0
26484,48.0,-20.0,-4.0,1032.0,cv,0.89,0.0,0.0,59.0
26485,59.0,-19.0,-3.0,1031.0,NW,1.79,0.0,0.0,69.0
26486,69.0,-19.0,-1.0,1029.0,cv,0.89,0.0,0.0,72.0
26487,72.0,-23.0,1.0,1028.0,NW,4.92,0.0,0.0,59.0
26488,59.0,-23.0,1.0,1028.0,NW,9.84,0.0,0.0,57.0
26489,57.0,-23.0,0.0,1028.0,NW,13.86,0.0,0.0,67.0
26490,67.0,-18.0,-1.0,1028.0,SE,4.02,0.0,0.0,75.0
26491,75.0,-18.0,-3.0,1028.0,SE,7.15,0.0,0.0,15.0
26492,15.0,-15.0,-5.0,1028.0,SE,10.28,0.0,0.0,38.0
26493,38.0,-15.0,-4.0,1029.0,SE,12.07,0.0,0.0,41.0
26494,41.0,-14.0,-7.0,1029.0,cv,0.89,0.0,0.0,63.0
26495,63.0,-15.0,-8.0,1029.0,SE,0.89,0.0,0.0,234.0
26496,234.0,-15.0,-11.0,1029.0,cv,0.89,0.0,0.0,305.0
26497,305.0,-15.0,-12.0,1029.0,NE,0.89,0.0,0.0,304.0
26498,304.0,-16.0,-12.0,1029.0,NE,1.78,0.0,0.0,303.0
26499,303.0,-17.0,-13.0,1029.0,NW,1.79,0.0,0.0,221.0
26500,221.0,-17.0,-13.0,1029.0,NW,2.68,0.0,0.0,179.0
26501,179.0,-18.0,-14.0,1028.0,NW,5.81,0.0,0.0,162.0
26502,162.0,-18.0,-14.0,1028.0,NW,8.94,0.0,0.0,111.0
26503,111.0,-17.0,-13.0,1028.0,NW,10.73,0.0,0.0,114.0
26504,114.0,-17.0,-13.0,1028.0,NW,13.86,0.0,0.0,81.0
26505,81.0,-16.0,-12.0,1029.0,NW,16.99,0.0,0.0,56.0
26506,56.0,-15.0,-9.0,1029.0,NW,18.78,0.0,0.0,63.0
26507,63.0,-15.0,-7.0,1029.0,cv,0.89,0.0,0.0,79.0
26508,79.0,-15.0,-6.0,1029.0,cv,1.78,0.0,0.0,84.0
26509,84.0,-14.0,-4.0,1028.0,cv,2.67,0.0,0.0,97.0
26510,97.0,-13.0,-3.0,1027.0,SE,1.79,0.0,0.0,111.0
26511,111.0,-11.0,-3.0,1027.0,SE,3.58,0.0,0.0,167.0
26512,167.0,-11.0,-3.0,1026.0,SE,5.37,0.0,0.0,279.0
26513,279.0,-10.0,-3.0,1026.0,SE,7.16,0.0,0.0,395.0
26514,395.0,-9.0,-5.0,1026.0,SE,8.95,0.0,0.0,449.0
26515,449.0,-10.0,-7.0,1026.0,SE,9.84,0.0,0.0,389.0
26516,389.0,-9.0,-7.0,1027.0,SE,10.73,0.0,0.0,421.0
26517,421.0,-9.0,-7.0,1027.0,SE,12.52,0.0,0.0,486.0
26518,486.0,-8.0,-7.0,1027.0,SE,15.65,0.0,0.0,486.0
26519,486.0,-7.0,-6.0,1027.0,cv,0.89,0.0,0.0,488.0
26520,488.0,-7.0,-6.0,1027.0,SE,0.89,0.0,0.0,434.0
26521,434.0,-7.0,-6.0,1026.0,cv,0.89,0.0,0.0,425.0
26522,425.0,-7.0,-5.0,1025.0,cv,1.78,0.0,0.0,418.0
26523,418.0,-7.0,-5.0,1026.0,cv,2.67,0.0,0.0,416.0
26524,416.0,-7.0,-5.0,1025.0,NW,1.79,0.0,0.0,402.0
26525,402.0,-7.0,-5.0,1024.0,NW,2.68,0.0,0.0,429.0
26526,429.0,-7.0,-5.0,1024.0,NW,4.47,0.0,0.0,408.0
26527,408.0,-7.0,-5.0,1024.0,NW,6.26,0.0,0.0,456.0
26528,456.0,-7.0,-5.0,1024.0,NW,8.05,0.0,0.0,434.0
26529,434.0,-7.0,-5.0,1025.0,NW,9.84,0.0,0.0,391.0
26530,391.0,-6.0,-5.0,1025.0,NE,0.89,1.0,0.0,377.0
26531,377.0,-7.0,-4.0,1025.0,NW,3.13,0.0,0.0,377.0
26532,377.0,-7.0,-3.0,1024.0,NW,6.26,0.0,0.0,361.0
26533,361.0,-7.0,-2.0,1023.0,NW,9.39,0.0,0.0,343.0
26534,343.0,-7.0,-1.0,1022.0,cv,0.89,0.0,0.0,356.0
26535,356.0,-7.0,-1.0,1022.0,cv,1.78,0.0,0.0,353.0
26536,353.0,-8.0,0.0,1022.0,cv,2.67,0.0,0.0,340.0
26537,340.0,-9.0,1.0,1022.0,cv,3.56,0.0,0.0,146.0
26538,146.0,-10.0,1.0,1023.0,NW,3.13,0.0,0.0,216.0
26539,216.0,-8.0,-2.0,1023.0,SE,3.13,0.0,0.0,291.0
26540,291.0,-9.0,-4.0,1024.0,SE,4.92,0.0,0.0,325.0
26541,325.0,-11.0,-7.0,1025.0,cv,1.79,0.0,0.0,292.0
26542,292.0,-9.0,-6.0,1025.0,cv,2.68,0.0,0.0,371.0
26543,371.0,-11.0,-9.0,1025.0,cv,3.57,0.0,0.0,369.0
26544,369.0,-8.0,-5.0,1025.0,SE,3.13,0.0,0.0,374.0
26545,374.0,-10.0,-9.0,1025.0,cv,0.89,0.0,0.0,391.0
26546,391.0,-11.0,-10.0,1025.0,SE,1.79,0.0,0.0,442.0
26547,442.0,-13.0,-12.0,1025.0,NE,1.79,0.0,0.0,425.0
26548,425.0,-12.0,-11.0,1025.0,SE,0.89,0.0,0.0,442.0
26549,442.0,-12.0,-11.0,1024.0,cv,0.89,0.0,0.0,287.0
26550,287.0,-12.0,-11.0,1024.0,cv,1.78,0.0,0.0,275.0
26551,275.0,-13.0,-10.0,1024.0,cv,2.67,0.0,0.0,174.0
26552,174.0,-14.0,-12.0,1024.0,cv,3.56,0.0,0.0,278.0
26553,278.0,-15.0,-13.0,1024.0,NW,1.79,0.0,0.0,0.0
26554,0.0,-12.0,-10.0,1024.0,NW,3.58,0.0,0.0,319.0
26555,319.0,-10.0,-6.0,1024.0,NW,5.37,0.0,0.0,383.0
26556,383.0,-9.0,-3.0,1024.0,cv,0.89,0.0,0.0,472.0
26557,472.0,-9.0,-3.0,1022.0,SE,1.79,0.0,0.0,458.0
26558,458.0,-9.0,-2.0,1021.0,SE,3.58,0.0,0.0,529.0
26559,529.0,-7.0,-1.0,1021.0,SE,5.37,0.0,0.0,802.0
26560,802.0,-7.0,-1.0,1021.0,SE,7.16,0.0,0.0,845.0
26561,845.0,-7.0,-2.0,1021.0,SE,8.95,0.0,0.0,810.0
26562,810.0,-7.0,-4.0,1021.0,SE,9.84,0.0,0.0,776.0
26563,776.0,-8.0,-6.0,1021.0,SE,11.63,0.0,0.0,824.0
26564,824.0,-8.0,-7.0,1022.0,cv,0.89,0.0,0.0,886.0
26565,886.0,-8.0,-7.0,1023.0,cv,1.34,0.0,0.0,852.0
26566,852.0,-9.0,-8.0,1023.0,NE,0.89,0.0,0.0,858.0
26567,858.0,-10.0,-9.0,1024.0,cv,0.89,0.0,0.0,805.0
26568,805.0,-10.0,-9.0,1024.0,NW,1.79,0.0,0.0,744.0
26569,744.0,-9.0,-8.0,1024.0,NW,2.68,0.0,0.0,731.0
26570,731.0,-8.0,-7.0,1025.0,NW,4.47,0.0,0.0,722.0
26571,722.0,-6.0,-5.0,1025.0,SE,0.89,0.0,0.0,684.0
26572,684.0,-6.0,-5.0,1025.0,NW,1.79,0.0,0.0,651.0
26573,651.0,-6.0,-5.0,1025.0,NW,3.58,0.0,0.0,673.0
26574,673.0,-6.0,-5.0,1025.0,cv,0.89,0.0,0.0,584.0
26575,584.0,-6.0,-4.0,1025.0,NW,3.13,0.0,0.0,475.0
26576,475.0,-6.0,-3.0,1025.0,NW,6.26,0.0,0.0,341.0
26577,341.0,-6.0,-3.0,1026.0,NW,9.39,0.0,0.0,288.0
26578,288.0,-6.0,-2.0,1026.0,NW,11.18,0.0,0.0,266.0
26579,266.0,-6.0,-2.0,1026.0,NW,14.31,0.0,0.0,236.0
26580,236.0,-6.0,-2.0,1026.0,NW,16.1,0.0,0.0,295.0
26581,295.0,-6.0,-1.0,1025.0,NW,17.89,0.0,0.0,419.0
26582,419.0,-5.0,0.0,1024.0,cv,1.79,0.0,0.0,0.0
26583,0.0,-5.0,0.0,1023.0,SE,1.79,0.0,0.0,323.0
26584,323.0,-6.0,0.0,1023.0,SE,4.92,0.0,0.0,326.0
26585,326.0,-6.0,0.0,1023.0,SE,6.71,0.0,0.0,325.0
26586,325.0,-5.0,-3.0,1023.0,SE,7.6,0.0,0.0,334.0
26587,334.0,-6.0,-4.0,1023.0,cv,0.89,0.0,0.0,343.0
26588,343.0,-7.0,-4.0,1024.0,SE,3.13,0.0,0.0,333.0
26589,333.0,-8.0,-5.0,1025.0,cv,0.89,0.0,0.0,311.0
26590,311.0,-7.0,-3.0,1024.0,SE,1.79,0.0,0.0,304.0
26591,304.0,-9.0,-7.0,1024.0,cv,0.45,0.0,0.0,301.0
26592,301.0,-9.0,-8.0,1025.0,cv,0.9,0.0,0.0,309.0
26593,309.0,-10.0,-8.0,1024.0,cv,1.35,0.0,0.0,298.0
26594,298.0,-10.0,-9.0,1025.0,cv,1.8,0.0,0.0,362.0
26595,362.0,-12.0,-11.0,1025.0,NW,3.13,0.0,0.0,523.0
26596,523.0,-10.0,-10.0,1025.0,NW,4.92,0.0,0.0,468.0
26597,468.0,-9.0,-8.0,1024.0,NW,9.84,0.0,0.0,447.0
26598,447.0,-11.0,-9.0,1024.0,NW,11.63,0.0,0.0,328.0
26599,328.0,-10.0,-9.0,1024.0,NW,14.76,0.0,0.0,308.0
26600,308.0,-11.0,-8.0,1026.0,cv,0.89,0.0,0.0,358.0
26601,358.0,-10.0,-8.0,1027.0,cv,1.78,0.0,0.0,296.0
26602,296.0,-7.0,-5.0,1028.0,cv,2.67,0.0,0.0,257.0
26603,257.0,-7.0,-4.0,1028.0,SE,1.79,0.0,0.0,291.0
26604,291.0,-6.0,-2.0,1029.0,cv,0.89,0.0,0.0,335.0
26605,335.0,-6.0,-2.0,1029.0,NE,1.79,0.0,0.0,345.0
26606,345.0,-6.0,0.0,1028.0,SE,1.79,0.0,0.0,307.0
26607,307.0,-6.0,0.0,1028.0,SE,5.81,0.0,0.0,271.0
26608,271.0,-6.0,0.0,1029.0,SE,8.94,0.0,0.0,267.0
26609,267.0,-6.0,-1.0,1029.0,SE,12.96,0.0,0.0,277.0
26610,277.0,-5.0,-2.0,1029.0,SE,16.09,0.0,0.0,278.0
26611,278.0,-5.0,-1.0,1030.0,SE,17.88,0.0,0.0,285.0
26612,285.0,-5.0,-1.0,1029.0,SE,19.67,1.0,0.0,282.0
26613,282.0,-4.0,-2.0,1029.0,SE,22.8,0.0,0.0,217.0
26614,217.0,-6.0,-3.0,1029.0,SE,26.82,1.0,0.0,169.0
26615,169.0,-6.0,-4.0,1029.0,SE,30.84,0.0,0.0,68.0
26616,68.0,-6.0,-4.0,1029.0,SE,34.86,0.0,0.0,151.0
26617,151.0,-7.0,-4.0,1029.0,SE,37.99,0.0,0.0,66.0
26618,66.0,-8.0,-5.0,1029.0,SE,39.78,0.0,0.0,58.0
26619,58.0,-8.0,-5.0,1028.0,SE,42.91,0.0,0.0,61.0
26620,61.0,-8.0,-5.0,1028.0,SE,46.04,0.0,0.0,61.0
26621,61.0,-9.0,-6.0,1027.0,SE,47.83,0.0,0.0,71.0
26622,71.0,-8.0,-5.0,1027.0,SE,50.96,0.0,0.0,79.0
26623,79.0,-8.0,-6.0,1027.0,SE,54.98,1.0,0.0,74.0
26624,74.0,-8.0,-6.0,1027.0,SE,56.77,2.0,0.0,71.0
26625,71.0,-8.0,-6.0,1027.0,SE,58.56,3.0,0.0,80.0
26626,80.0,-7.0,-6.0,1027.0,SE,60.35,4.0,0.0,79.0
26627,79.0,-7.0,-5.0,1027.0,SE,62.14,5.0,0.0,69.0
26628,69.0,-6.0,-4.0,1026.0,SE,63.93,0.0,0.0,90.0
26629,90.0,-6.0,-4.0,1025.0,SE,65.72,0.0,0.0,109.0
26630,109.0,-6.0,-3.0,1024.0,SE,67.51,0.0,0.0,120.0
26631,120.0,-6.0,-2.0,1023.0,cv,0.89,0.0,0.0,0.0
26632,0.0,-6.0,-1.0,1024.0,cv,1.78,0.0,0.0,132.0
26633,132.0,-6.0,-2.0,1024.0,cv,2.67,0.0,0.0,134.0
26634,134.0,-7.0,-3.0,1024.0,NE,1.79,0.0,0.0,155.0
26635,155.0,-8.0,-5.0,1025.0,NE,2.68,0.0,0.0,166.0
26636,166.0,-8.0,-6.0,1025.0,cv,0.89,0.0,0.0,183.0
26637,183.0,-8.0,-7.0,1026.0,cv,1.34,0.0,0.0,181.0
26638,181.0,-9.0,-8.0,1026.0,cv,1.79,0.0,0.0,201.0
26639,201.0,-7.0,-6.0,1027.0,cv,2.68,0.0,0.0,227.0
26640,227.0,-10.0,-9.0,1028.0,NW,1.79,0.0,0.0,177.0
26641,177.0,-10.0,-9.0,1028.0,NW,3.58,0.0,0.0,189.0
26642,189.0,-10.0,-8.0,1028.0,NE,3.13,0.0,0.0,0.0
26643,0.0,-12.0,-5.0,1029.0,NE,7.15,0.0,0.0,76.0
26644,76.0,-12.0,-4.0,1029.0,NE,10.28,0.0,0.0,46.0
26645,46.0,-14.0,-4.0,1029.0,NE,16.09,0.0,0.0,38.0
26646,38.0,-14.0,-4.0,1030.0,NE,21.9,0.0,0.0,35.0
26647,35.0,-15.0,-5.0,1031.0,NE,26.82,0.0,0.0,25.0
26648,25.0,-13.0,-8.0,1032.0,SE,1.79,0.0,0.0,82.0
26649,82.0,-11.0,-10.0,1034.0,NE,1.79,0.0,0.0,245.0
26650,245.0,-9.0,-7.0,1035.0,SE,1.79,0.0,0.0,269.0
26651,269.0,-9.0,-6.0,1035.0,cv,0.89,0.0,0.0,240.0
26652,240.0,-10.0,-3.0,1034.0,cv,1.78,0.0,0.0,194.0
26653,194.0,-14.0,-1.0,1033.0,NE,3.13,0.0,0.0,169.0
26654,169.0,-17.0,0.0,1032.0,NW,3.13,0.0,0.0,53.0
26655,53.0,-16.0,1.0,1032.0,NE,3.13,0.0,0.0,39.0
26656,39.0,-16.0,1.0,1033.0,NE,6.26,0.0,0.0,45.0
26657,45.0,-17.0,0.0,1034.0,NE,8.05,0.0,0.0,61.0
26658,61.0,-16.0,-1.0,1034.0,NE,9.84,0.0,0.0,227.0
26659,227.0,-15.0,-3.0,1035.0,NW,3.13,0.0,0.0,219.0
26660,219.0,-15.0,-5.0,1036.0,NW,6.26,0.0,0.0,193.0
26661,193.0,-16.0,-2.0,1036.0,NW,11.18,0.0,0.0,47.0
26662,47.0,-17.0,-2.0,1037.0,NW,16.1,0.0,0.0,26.0
26663,26.0,-17.0,-4.0,1037.0,NW,19.23,0.0,0.0,28.0
26664,28.0,-17.0,-8.0,1038.0,NW,22.36,0.0,0.0,30.0
26665,30.0,-16.0,-8.0,1038.0,NE,1.79,0.0,0.0,25.0
26666,25.0,-15.0,-7.0,1038.0,NE,4.92,0.0,0.0,24.0
26667,24.0,-16.0,-7.0,1038.0,NW,4.92,0.0,0.0,26.0
26668,26.0,-16.0,-9.0,1038.0,SE,0.89,0.0,0.0,19.0
26669,19.0,-16.0,-8.0,1038.0,NE,1.79,0.0,0.0,35.0
26670,35.0,-17.0,-10.0,1038.0,NW,3.13,0.0,0.0,37.0
26671,37.0,-17.0,-10.0,1038.0,NW,4.92,0.0,0.0,34.0
26672,34.0,-16.0,-8.0,1039.0,NE,4.92,0.0,0.0,33.0
26673,33.0,-16.0,-6.0,1040.0,NE,8.94,0.0,0.0,33.0
26674,33.0,-16.0,-4.0,1040.0,NE,12.07,0.0,0.0,34.0
26675,34.0,-16.0,-3.0,1040.0,NE,16.09,0.0,0.0,38.0
26676,38.0,-15.0,-1.0,1040.0,NE,20.11,0.0,0.0,38.0
26677,38.0,-17.0,0.0,1038.0,NE,23.24,0.0,0.0,41.0
26678,41.0,-18.0,2.0,1037.0,NW,1.79,0.0,0.0,37.0
26679,37.0,-18.0,2.0,1036.0,cv,0.89,0.0,0.0,45.0
26680,45.0,-17.0,3.0,1035.0,SE,1.79,0.0,0.0,71.0
26681,71.0,-18.0,3.0,1035.0,SE,4.92,0.0,0.0,92.0
26682,92.0,-16.0,1.0,1035.0,SE,8.05,0.0,0.0,78.0
26683,78.0,-16.0,0.0,1036.0,SE,11.18,0.0,0.0,86.0
26684,86.0,-13.0,-1.0,1036.0,SE,15.2,0.0,0.0,107.0
26685,107.0,-13.0,-1.0,1035.0,SE,16.99,0.0,0.0,167.0
26686,167.0,-12.0,-1.0,1035.0,SE,18.78,0.0,0.0,208.0
26687,208.0,-12.0,-7.0,1034.0,SE,19.67,0.0,0.0,226.0
26688,226.0,-13.0,-8.0,1034.0,cv,0.89,0.0,0.0,285.0
26689,285.0,-13.0,-9.0,1033.0,NE,0.89,0.0,0.0,283.0
26690,283.0,-13.0,-10.0,1032.0,SE,0.89,0.0,0.0,214.0
26691,214.0,-13.0,-10.0,1032.0,cv,0.89,0.0,0.0,193.0
26692,193.0,-13.0,-9.0,1032.0,cv,1.78,0.0,0.0,231.0
26693,231.0,-14.0,-10.0,1031.0,NW,0.89,0.0,0.0,213.0
26694,213.0,-13.0,-11.0,1029.0,cv,0.45,0.0,0.0,180.0
26695,180.0,-14.0,-11.0,1029.0,NW,0.89,0.0,0.0,149.0
26696,149.0,-14.0,-12.0,1029.0,NW,2.68,0.0,0.0,86.0
26697,86.0,-14.0,-11.0,1029.0,NW,4.47,0.0,0.0,82.0
26698,82.0,-12.0,-8.0,1029.0,NW,6.26,0.0,0.0,87.0
26699,87.0,-12.0,-4.0,1028.0,NW,8.05,0.0,0.0,94.0
26700,94.0,-12.0,-3.0,1028.0,NW,9.84,0.0,0.0,122.0
26701,122.0,-11.0,0.0,1026.0,NW,11.63,0.0,0.0,138.0
26702,138.0,-12.0,1.0,1025.0,cv,1.79,0.0,0.0,138.0
26703,138.0,-13.0,1.0,1024.0,SE,1.79,0.0,0.0,176.0
26704,176.0,-14.0,2.0,1023.0,SE,4.92,0.0,0.0,450.0
26705,450.0,-13.0,2.0,1023.0,cv,0.89,0.0,0.0,372.0
26706,372.0,-11.0,-2.0,1024.0,SE,0.89,0.0,0.0,358.0
26707,358.0,-10.0,-3.0,1024.0,cv,0.89,0.0,0.0,448.0
26708,448.0,-11.0,-3.0,1025.0,SE,0.89,0.0,0.0,485.0
26709,485.0,-10.0,-4.0,1025.0,cv,0.45,0.0,0.0,557.0
26710,557.0,-11.0,-7.0,1025.0,cv,1.34,0.0,0.0,573.0
26711,573.0,-10.0,-6.0,1026.0,NW,0.89,0.0,0.0,603.0
26712,603.0,-11.0,-7.0,1026.0,NW,4.02,0.0,0.0,412.0
